transaction_id,account_id,transaction_date,transaction_type,description,transaction_amount,transaction_reference_id,utr_number
9b75afa1-1a41-1dd8-d6b4-bfcbf9ce5078,b6824f4e-70a3-8350-6083-01d79bbf1d33,2025-10-21 19:27:57,debit,FT -  S859502249 -  48377615385288 - NILGIRIS SUPERMARKET,34058.66,S859502249,UTR132573275975
daf626e6-b862-0771-fdfd-159db55082c5,e61fb973-fe7b-e182-7fcb-31589d48686a,2025-08-06 11:22:09,debit,BESCOM ELECTRICITY S489715442,1753.96,S489715442,
ab2b7d7d-6f50-f9fe-e1e8-1dc5d4d89e8b,fd3a9ca7-c4f7-e649-27b6-053909083088,2025-06-18 14:59:27,debit,LIC PREMIUM POLICY S738150735,1000.0,S738150735,UTR360601252815
265cc902-6425-968c-7d9a-4528fd2fdf59,329a4da8-d460-5d5e-f401-883f3d80f47f,2025-04-22 08:23:12,debit,UPI-TITAN EYE PLUS-XXXXXX4484-AUBL0614357-S665921336,12702.53,S665921336,UTR212350141401
919492c8-f716-db4a-46df-3f1e4c29ca53,d27b648a-c157-ae7e-96ff-3722ed34584b,2025-10-20 11:28:26,credit,GST PAYMENT CHALLAN NA,200495.3,,UTR623811250739
93f40111-2ef3-576f-8a60-a6b9217b0ec6,d210076a-3ee6-2da8-393d-371be53fc9b8,2025-05-20 17:01:12,debit,IMPS/P2A/NA/SBIN/19517512371536/00/INET/GLOBAL FREIGHT CARRIERS,5000.0,,UTR344181718835
5412f4d0-ffed-d6bd-daf0-657c131e7687,6cd228a1-a362-9e67-27c8-1b09efd927f1,2026-03-09 20:31:32,debit,EMI BAJAJ FINANCE LTD S924302748,5000.0,S924302748,
f9117330-1cab-bca7-43ef-9bddbce14127,f80026f2-ad7e-4fcf-2294-96d9f3f62e20,2026-03-09 19:52:31,debit,IMPS/P2A/NA/AUBL/38606626176159/00/INET/STAR COMMUNICATION,9771.41,,
f9505371-94df-ced1-658c-5c10deec6151,3c821e14-c12b-b487-083a-ec3048e9266e,2025-02-22 17:23:42,debit,GROWW MUTUAL FUND SIP,15341.0,S436255615,UTR142904562609
83f4b573-eadc-2387-7711-157c288ab2d3,6307b2b3-99c3-bd71-8c54-2508d34dd349,2025-01-20 20:20:12,debit,IMPS OW/S444191998/ANITA KUMAR/HDFC/96068250831354,10000.0,S444191998,UTR866101249431
cae554a9-4271-80df-d90a-cf5ac09960c7,efc995bd-4e48-ec7d-4d9e-a6bbdc0a35c0,2026-05-15 18:50:43,debit,EMI BAJAJ FINANCE LTD S891862096,5000.0,S891862096,UTR565169669223
193bdce0-d69d-23f2-e318-ac07a679ec3d,bfbe6317-6c03-7798-c909-c1172a7fedea,2025-12-26 11:40:04,debit,COMMISSION ON COLLECTION S782887514,97.0,S782887514,UTR676310082136
0a6b862c-eef6-e73d-865e-3a8660d48aa5,44a139b5-274d-d7ea-3de0-065c2460ec42,2026-05-01 12:35:24,debit,GST PAYMENT CHALLAN S289161648,29072.0,S289161648,UTR394568962204
a92e98df-1ef2-ad38-420b-a1b8e607055b,995c9447-5b04-d130-1a44-b28ce8101133,2025-08-26 08:02:40,debit,NEFT CHARGES S877107574,72.81,S877107574,UTR567612570720
12267b1c-9ebc-5c3d-2e76-4d5690abbf79,995c9447-5b04-d130-1a44-b28ce8101133,2026-04-08 10:28:34,debit,GROWW MUTUAL FUND SIP,10000.0,S982397727,UTR773672044722
9f36a5d6-c6ad-43ea-4dbf-875eec36986e,59100676-f19c-c515-d987-eaf652eb3172,2026-04-01 11:14:08,debit,ZERODHA BROKING S883369964,86495.0,S883369964,UTR221788067083
352f0623-4336-7715-ed83-aac77871e334,00ce5b6b-1c8d-afa8-c125-ccae2e3e5ca2,2026-02-12 11:42:38,debit,IMPS/P2A/S562254625/AUBL/15095482868223/00/INET/INDIAN OIL PETROL PUMP,100.0,S562254625,UTR728729769907
bb47e5eb-c798-c098-4b6a-086c74fc4460,1195bfcd-6a20-5727-97d6-8b897bba88a6,2025-03-08 10:43:34,debit,IMPS/P2A/S128923934/HDFC/84196783146373/00/INET/ANNAPURNA STORES,11282.0,S128923934,UTR392328532544
c11ef83a-fd82-0879-2d89-8b3aa0290760,290b1e8e-6bb3-8bd1-a81b-ef5d7f2fa806,2026-03-02 13:08:15,debit,NEFT  - ICIC0227342 - S95189198 - 39141320120759 - NETMEDS MARKETPLACE,50000.0,S95189198,UTR672102066791
78837ea1-58bc-e7c3-99e6-422975671a2c,0f71d72c-c971-b6ac-3a55-8b135c7e15aa,2026-05-27 11:33:25,debit,CHQ PAID S357648862,73293.01,S357648862,UTR919148415280
765f1e09-8543-f058-103a-7036ef5a2187,f722c47e-5d0e-09db-8a5e-4c9aaf760cac,2026-01-04 08:26:46,debit,FT -  S795936363 -  19847687323599 - BLINKIT COMMERCE,10986.5,S795936363,UTR446710629686
2324eacd-5f5d-683b-ad59-9c77de9191b3,f92a4c13-0bdb-6827-9361-1add90249652,2025-12-03 09:22:55,debit,FT -  S533211726 -  29314625676411 - NETMEDS MARKETPLACE,5071.0,S533211726,
e930517e-0836-5b21-b31b-dac424064438,c5405cae-5642-8a3d-e44b-e97a9086655a,2026-05-11 11:53:07,debit,UPI-SHOPPERS STOP LTD-XXXXXX7188-UTIB0742610-S815072603,1000.0,S815072603,UTR170173257543
bc6efd0d-d5a2-e946-7532-ee570c3f2ee0,2ecc8e3a-c86c-7ae4-fd82-dd5e810a5509,2025-01-06 17:08:47,debit,DEMAT AMC S509786695,13717.99,S509786695,
e7f3745c-ea45-c789-0a1d-d3778f42807d,87863118-385c-447e-4cde-9eba08663c72,2026-06-06 21:29:58,debit,TCS COLLECTED S538906793,25760.77,S538906793,UTR336161677299
78c2d7eb-5b7f-a123-8828-54a2b4adb60d,b47cba56-41f2-e681-cf7e-3857edb3e433,2025-09-17 17:56:27,debit,DEMAT AMC S994412189,88140.0,S994412189,UTR690655503314
843384ba-2519-2221-f6e5-620de839c1f4,91444791-cfde-7572-8de5-a8ffd87fc184,2025-04-03 17:05:19,credit,SALARY CREDIT S376072844,73262.0,S376072844,
c2756647-31dd-a8db-bc9c-1a0489112595,44a139b5-274d-d7ea-3de0-065c2460ec42,2025-09-08 14:02:55,credit,FT -  S861846172 -  59068441110037 - GALAXY FOODS PRIVATE LIMITED,43776.0,S861846172,UTR122078500585
7b9cb1ab-0a6e-0590-b820-a245f357acdd,eed3d730-218a-0bdd-1b05-db3c44ff4152,2026-05-06 13:09:05,debit,IMPS OW/S834055501/SURESH FAROOQ/CNRB/40058290603402,1279344.0,S834055501,UTR483118322197
38ace767-591b-dfdf-9125-3b8cebd678e1,e8eeb3f9-ed92-aa2c-9bcc-5069ed54188c,2025-09-29 21:42:24,debit,INCOME TAX SELF ASSESSMENT S133096110,43220.86,S133096110,UTR572087864195
9dff7c86-80cd-a750-b7fe-57bec5cdcefb,2e82f21e-5724-0f96-154c-b93fb6da8c9d,2025-09-13 16:37:34,debit,NEFT  - RATN0467602 - S969974791 - 52835650336091 - UMANG SELECTION,5000.0,S969974791,
255253c8-198d-a65b-28ee-9cbe646e48af,3b390102-714b-c517-23c2-fba6c3abfead,2025-10-13 18:48:10,debit,IMPS OW/NA/RAJESH VERMA/SBIN/66747672720715,13571.0,,UTR973213401957
3631a29e-94eb-3abb-a2e1-d4972769767d,20952c45-0d06-8512-9c43-7196c1b3c6e1,2025-03-20 18:42:47,debit,IMPS OW/S462908527/RAJESH VERMA/ICIC/39155731278534,10000.0,S462908527,UTR792653965443
23ee2d94-3477-8e30-aa87-1879473fac10,990edcf1-4f05-8adb-870d-1e0f81aa6040,2025-12-20 17:28:32,debit,AIRTEL BROADBAND S127308691,1267.68,S127308691,
03f31fca-7424-7c60-627f-294981e6bf0e,c7a58cd2-320c-03b9-ebf3-8c1087cafe3e,2025-01-28 13:29:54,credit,IMPS OW/S47384495/RAJESH KUMAR/UTIB/30983166645145,6385.0,S47384495,UTR334253737675
f63c9563-0973-6c77-457b-e3238c36e09a,74c01b41-40c2-995a-1cac-bd816de0637d,2025-08-29 20:06:30,credit,FT -  S543634545 -  33185568055464 - PRIME MOTORS PRIVATE LIMITED,5000.0,S543634545,UTR495744395311
5ed431b7-6d70-695b-b702-d3396e3ac0c5,97cc017a-bfd5-96d2-6887-db8cae16c4ff,2025-04-14 17:17:58,debit,NEFT/S637161152/TMBL/RENT PAYMENT ANITA SHARMA,14965.0,S637161152,UTR334617046174
503d1a7e-a716-fd3b-51f2-bd1bb74a1300,5c91c106-652e-1928-bccd-cac274e0490d,2026-05-28 13:49:26,debit,ADVANCE TAX INSTALMENT S626958538,94112.0,S626958538,UTR725343530641
